Query,Title,Abstract,Relevant
data mining,Decision tree modeling with relational views,"  Data mining is a useful decision support technique that can be used to
discover production rules in warehouses or corporate data. Data mining research
has made much effort to apply various mining algorithms efficiently on large
databases. However, a serious problem in their practical application is the
long processing time of such algorithms. Nowadays, one of the key challenges is
to integrate data mining methods within the framework of traditional database
systems. Indeed, such implementations can take advantage of the efficiency
provided by SQL engines. In this paper, we propose an integrating approach for
decision trees within a classical database system. In other words, we try to
discover knowledge from relational databases, in the form of production rules,
via a procedure embedding SQL queries. The obtained decision tree is defined by
successive, related relational views. Each view corresponds to a given
population in the underlying decision tree. We selected the classical Induction
Decision Tree (ID3) algorithm to build the decision tree. To prove that our
implementation of ID3 works properly, we successfully compared the output of
our procedure with the output of an existing and validated data mining
software, SIPINA. Furthermore, since our approach is tuneable, it can be
generalized to any other similar decision tree-based method.
",False
data mining,Discovering More Accurate Frequent Web Usage Patterns,"  Web usage mining is a type of web mining, which exploits data mining
techniques to discover valuable information from navigation behavior of World
Wide Web users. As in classical data mining, data preparation and pattern
discovery are the main issues in web usage mining. The first phase of web usage
mining is the data processing phase, which includes the session reconstruction
operation from server logs. Session reconstruction success directly affects the
quality of the frequent patterns discovered in the next phase. In reactive web
usage mining techniques, the source data is web server logs and the topology of
the web pages served by the web server domain. Other kinds of information
collected during the interactive browsing of web site by user, such as cookies
or web logs containing similar information, are not used. The next phase of web
usage mining is discovering frequent user navigation patterns. In this phase,
pattern discovery methods are applied on the reconstructed sessions obtained in
the first phase in order to discover frequent user patterns. In this paper, we
propose a frequent web usage pattern discovery method that can be applied after
session reconstruction phase. In order to compare accuracy performance of
session reconstruction phase and pattern discovery phase, we have used an agent
simulator, which models behavior of web users and generates web user navigation
as well as the log data kept by the web server.
",False
data mining,Logic Mining Using Neural Networks,"  Knowledge could be gained from experts, specialists in the area of interest,
or it can be gained by induction from sets of data. Automatic induction of
knowledge from data sets, usually stored in large databases, is called data
mining. Data mining methods are important in the management of complex systems.
There are many technologies available to data mining practitioners, including
Artificial Neural Networks, Regression, and Decision Trees. Neural networks
have been successfully applied in wide range of supervised and unsupervised
learning applications. Neural network methods are not commonly used for data
mining tasks, because they often produce incomprehensible models, and require
long training times. One way in which the collective properties of a neural
network may be used to implement a computational task is by way of the concept
of energy minimization. The Hopfield network is well-known example of such an
approach. The Hopfield network is useful as content addressable memory or an
analog computer for solving combinatorial-type optimization problems. Wan
Abdullah [1] proposed a method of doing logic programming on a Hopfield neural
network. Optimization of logical inconsistency is carried out by the network
after the connection strengths are defined from the logic program; the network
relaxes to neural states corresponding to a valid interpretation. In this
article, we describe how Hopfield network is able to induce logical rules from
large database by using reverse analysis method: given the values of the
connections of a network, we can hope to know what logical rules are entrenched
in the database.
",False
data mining,New probabilistic interest measures for association rules,"  Mining association rules is an important technique for discovering meaningful
patterns in transaction databases. Many different measures of interestingness
have been proposed for association rules. However, these measures fail to take
the probabilistic properties of the mined data into account. In this paper, we
start with presenting a simple probabilistic framework for transaction data
which can be used to simulate transaction data when no associations are
present. We use such data and a real-world database from a grocery outlet to
explore the behavior of confidence and lift, two popular interest measures used
for rule mining. The results show that confidence is systematically influenced
by the frequency of the items in the left hand side of rules and that lift
performs poorly to filter random noise in transaction data. Based on the
probabilistic framework we develop two new interest measures, hyper-lift and
hyper-confidence, which can be used to filter or order mined association rules.
The new measures show significantly better performance than lift for
applications where spurious rules are problematic.
",False
big data analytics,A New Approach to Spreadsheet Analytics Management in Financial Markets,"  Spreadsheets in financial markets are frequently used as database, calculator
and reporting application combined. This paper describes an alternative
approach in which spreadsheet design and database technology have been brought
together in order to alleviate management and regulatory concerns over the
operational risks of spreadsheet usage. In particular, the paper focuses on the
rapid creation and centralised deployment of statistical analytics within a
software system now in use by major investment banks, and presents a novel
technique for the manipulation in spreadsheets of high volumes of intraday
market data.
",False
big data analytics,Data Mining-based Materialized View and Index Selection in Data Warehouses,"  Materialized views and indexes are physical structures for accelerating data
access that are casually used in data warehouses. However, these data
structures generate some maintenance overhead. They also share the same storage
space. Most existing studies about materialized view and index selection
consider these structures separately. In this paper, we adopt the opposite
stance and couple materialized view and index selection to take view-index
interactions into account and achieve efficient storage space sharing.
Candidate materialized views and indexes are selected through a data mining
process. We also exploit cost models that evaluate the respective benefit of
indexing and view materialization, and help select a relevant configuration of
indexes and materialized views among the candidates. Experimental results show
that our strategy performs better than an independent selection of materialized
views and indexes.
",False
big data analytics,Human dynamics revealed through Web analytics,"  When the World Wide Web was first conceived as a way to facilitate the
sharing of scientific information at the CERN (European Center for Nuclear
Research) few could have imagined the role it would come to play in the
following decades. Since then, the increasing ubiquity of Internet access and
the frequency with which people interact with it raise the possibility of using
the Web to better observe, understand, and monitor several aspects of human
social behavior. Web sites with large numbers of frequently returning users are
ideal for this task. If these sites belong to companies or universities, their
usage patterns can furnish information about the working habits of entire
populations. In this work, we analyze the properly anonymized logs detailing
the access history to Emory University's Web site. Emory is a medium size
university located in Atlanta, Georgia. We find interesting structure in the
activity patterns of the domain and study in a systematic way the main forces
behind the dynamics of the traffic. In particular, we show that both linear
preferential linking and priority based queuing are essential ingredients to
understand the way users navigate the Web.
",False
software engineering,A Process Algebra Software Engineering Environment,"  In previous work we described how the process algebra based language PSF can
be used in software engineering, using the ToolBus, a coordination architecture
also based on process algebra, as implementation model. In this article we
summarize that work and describe the software development process more formally
by presenting the tools we use in this process in a CASE setting, leading to
the PSF-ToolBus software engineering environment. We generalize the refine step
in this environment towards a process algebra based software engineering
workbench of which several instances can be combined to form an environment.
",False
software engineering,Software (Re-)Engineering with PSF,"  This paper investigates the usefulness of PSF in software engineering and
reengineering. PSF is based on ACP (Algebra of Communicating Processes) and as
some architectural description languages are based on process algebra, we
investigate whether PSF can be used at the software architecture level, but we
also use PSF at lower abstract levels. As a case study we reengineer the
compiler from the Toolkit of PSF.
",False
software engineering,Software (Re-)Engineering with PSF III: an IDE for PSF,"  We describe the design of an integrated development environment (IDE) for
PSF. In the software engineering process we used process algebra in the form of
PSF for the specification of the architecture of the IDE. This specification is
refined to a PSF specification of the IDE system as a ToolBus application, by
applying vertical and horizontal implementation techniques. We implemented the
various tools as specified and connected them with a ToolBus script extracted
from the system specification.
",False
software engineering,Spreadsheet Engineering: A Research Framework,"  Spreadsheet engineering adapts the lessons of software engineering to
spreadsheets, providing eight principles as a framework for organizing
spreadsheet programming recommendations. Spreadsheets raise issues inadequately
addressed by software engineering. Spreadsheets are a powerful modeling
language, allowing strategic rapid model change, and enabling exploratory
modeling. Spreadsheets users learn slowly with experience because they focus on
the problem domain not programming. The heterogeneity of spreadsheet users
requires a taxonomy to guide recommendations. Deployment of best practices is
difficult and merits research.
",False
software engineering,Software (Re-)Engineering with PSF II: from architecture to implementation,"  This paper presents ongoing research on the application of PSF in the field
of software engineering and reengineering. We build a new implementation for
the simulator of the PSF Toolkit starting from the specification in PSF of the
architecture of a simple simulator and extend it with features to obtain the
architecture of a full simulator. We apply refining and constraining techniques
on the specification of the architecture to obtain a specification low enough
to build an implementation from.
",False
compiler optimization,Optimizing Compiler for Engineering Problems,"  New information technologies provide a lot of prospects for performance
improvement. One of them is ""Dynamic Source Code Generation and Compilation"".
This article shows how this way provides high performance for engineering
problems.
",False
compiler optimization,Improvements to the Psi-SSA representation,"  Modern compiler implementations use the Static Single Assignment
representation as a way to efficiently implement optimizing algorithms. However
this representation is not well adapted to architectures with a predicated
instruction set. The Psi-SSA representation extends the SSA representation such
that standard SSA algorithms can be easily adapted to an architecture with a
fully predicated instruction set. A new pseudo operation, the Psi operation, is
introduced to merge several conditional definitions into a unique definition.
",False
compiler optimization,Conformal Computing: Algebraically connecting the hardware/software boundary using a uniform approach to high-performance computation for software and hardware applications,"  We present a systematic, algebraically based, design methodology for
efficient implementation of computer programs optimized over multiple levels of
the processor/memory and network hierarchy. Using a common formalism to
describe the problem and the partitioning of data over processors and memory
levels allows one to mathematically prove the efficiency and correctness of a
given algorithm as measured in terms of a set of metrics (such as
processor/network speeds, etc.). The approach allows the average programmer to
achieve high-level optimizations similar to those used by compiler writers
(e.g. the notion of ""tiling"").
  The approach presented in this monograph makes use of A Mathematics of Arrays
(MoA, Mullin 1988) and an indexing calculus (i.e. the psi-calculus) to enable
the programmer to develop algorithms using high-level compiler-like
optimizations through the ability to algebraically compose and reduce sequences
of array operations. Extensive discussion and benchmark results are presented
for the Fast Fourier Transform and other important algorithms.
",False
compiler optimization,On the Complexity of Spill Everywhere under SSA Form,"  Compilation for embedded processors can be either aggressive (time consuming
cross-compilation) or just in time (embedded and usually dynamic). The
heuristics used in dynamic compilation are highly constrained by limited
resources, time and memory in particular. Recent results on the SSA form open
promising directions for the design of new register allocation heuristics for
embedded systems and especially for embedded compilation. In particular,
heuristics based on tree scan with two separated phases -- one for spilling,
then one for coloring/coalescing -- seem good candidates for designing
memory-friendly, fast, and competitive register allocators. Still, also because
of the side effect on power consumption, the minimization of loads and stores
overhead (spilling problem) is an important issue. This paper provides an
exhaustive study of the complexity of the ``spill everywhere'' problem in the
context of the SSA form. Unfortunately, conversely to our initial hopes, many
of the questions we raised lead to NP-completeness results. We identify some
polynomial cases but that are impractical in JIT context. Nevertheless, they
can give hints to simplify formulations for the design of aggressive
allocators.
",False
compiler optimization,An Infrastructure to Functionally Test Designs Generated by Compilers Targeting FPGAs,"  This paper presents an infrastructure to test the functionality of the
specific architectures output by a high-level compiler targeting dynamically
reconfigurable hardware. It results in a suitable scheme to verify the
architectures generated by the compiler, each time new optimization techniques
are included or changes in the compiler are performed. We believe this kind of
infrastructure is important to verify, by functional simulation, further
research techniques, as far as compilation to Field-Programmable Gate Array
(FPGA) platforms is concerned.
",False
object detection,Fusion for Evaluation of Image Classification in Uncertain Environments,"  We present in this article a new evaluation method for classification and
segmentation of textured images in uncertain environments. In uncertain
environments, real classes and boundaries are known with only a partial
certainty given by the experts. Most of the time, in many presented papers,
only classification or only segmentation are considered and evaluated. Here, we
propose to take into account both the classification and segmentation results
according to the certainty given by the experts. We present the results of this
method on a fusion of classifiers of sonar images for a seabed
characterization.
",False
image classification,Evaluation for Uncertain Image Classification and Segmentation,"  Each year, numerous segmentation and classification algorithms are invented
or reused to solve problems where machine vision is needed. Generally, the
efficiency of these algorithms is compared against the results given by one or
many human experts. However, in many situations, the location of the real
boundaries of the objects as well as their classes are not known with certainty
by the human experts. Furthermore, only one aspect of the segmentation and
classification problem is generally evaluated. In this paper we present a new
evaluation method for classification and segmentation of image, where we take
into account both the classification and segmentation results as well as the
level of certainty given by the experts. As a concrete example of our method,
we evaluate an automatic seabed characterization algorithm based on sonar
images.
",False
image classification,Wavelet and Curvelet Moments for Image Classification: Application to Aggregate Mixture Grading,"  We show the potential for classifying images of mixtures of aggregate, based
themselves on varying, albeit well-defined, sizes and shapes, in order to
provide a far more effective approach compared to the classification of
individual sizes and shapes. While a dominant (additive, stationary) Gaussian
noise component in image data will ensure that wavelet coefficients are of
Gaussian distribution, long tailed distributions (symptomatic, for example, of
extreme values) may well hold in practice for wavelet coefficients. Energy (2nd
order moment) has often been used for image characterization for image
content-based retrieval, and higher order moments may be important also, not
least for capturing long tailed distributional behavior. In this work, we
assess 2nd, 3rd and 4th order moments of multiresolution transform -- wavelet
and curvelet transform -- coefficients as features. As analysis methodology,
taking account of image types, multiresolution transforms, and moments of
coefficients in the scales or bands, we use correspondence analysis as well as
k-nearest neighbors supervised classification.
",False
image classification,Belief decision support and reject for textured images characterization,"  The textured images' classification assumes to consider the images in terms
of area with the same texture. In uncertain environment, it could be better to
take an imprecise decision or to reject the area corresponding to an unlearning
class. Moreover, on the areas that are the classification units, we can have
more than one texture. These considerations allows us to develop a belief
decision model permitting to reject an area as unlearning and to decide on
unions and intersections of learning classes. The proposed approach finds all
its justification in an application of seabed characterization from sonar
images, which contributes to an illustration.
",False
object detection,Spatio-activity based object detection,"  We present the SAMMI lightweight object detection method which has a high
level of accuracy and robustness, and which is able to operate in an
environment with a large number of cameras. Background modeling is based on DCT
coefficients provided by cameras. Foreground detection uses similarity in
temporal characteristics of adjacent blocks of pixels, which is a
computationally inexpensive way to make use of object coherence. Scene model
updating uses the approximated median method for improved performance.
Evaluation at pixel level and application level shows that SAMMI object
detection performs better and faster than the conventional Mixture of Gaussians
method.
",False
object detection,Dynamic Clustering in Object-Oriented Databases: An Advocacy for Simplicity,"  We present in this paper three dynamic clustering techniques for
Object-Oriented Databases (OODBs). The first two, Dynamic, Statistical &
Tunable Clustering (DSTC) and StatClust, exploit both comprehensive usage
statistics and the inter-object reference graph. They are quite elaborate.
However, they are also complex to implement and induce a high overhead. The
third clustering technique, called Detection & Reclustering of Objects (DRO),
is based on the same principles, but is much simpler to implement. These three
clustering algorithm have been implemented in the Texas persistent object store
and compared in terms of clustering efficiency (i.e., overall performance
increase) and overhead using the Object Clustering Benchmark (OCB). The results
obtained showed that DRO induced a lighter overhead while still achieving
better overall performance.
",False
